"Date","State","City","Cause","Description","Gender","Age","Age demographic","MFI","Disability","Residential building type","Smoke alarms","Media URL"
"05/01/2021","CA","Los Angeles","Under investigation","A man died in a house fire.","Male","Unknown","Unknown","","N","1 & 2 family
","Not reported","https://losangeles.cbslocal.com/2021/05/01/firefighters-battling-house-fire-witnesses-report-one-person-trapped/"
"04/29/2021","CA","Fresno","Under investigation","One person died in a mobile home fire.","Unknown","Unknown","Unknown","","N","1 & 2 family mobile","Not reported","https://abc30.com/fatal-fire-fresno-mobile-home-firefighters-deadly/10562864/"
"04/20/2021","CA","Simi Valley","Under investigation","A 53 year old man died in a shed fire.","Male","53","Unknown","","N","Other","Not reported","https://www.vcstar.com/story/news/local/communities/simi-valley/2021/04/20/authorities-identify-man-killed-simi-valley-shed-fire/7311056002/"
"04/17/2021","CA","Simi Valley","Under investigation","A man died during a shed fire.","Male","Unknown","Unknown","","N","Other","Not reported","https://www.vcstar.com/story/news/local/communities/simi-valley/2021/04/17/one-dead-simi-valley-shed-fire/7268246002/"
"04/09/2021","CA","American Canyon","Under investigation","A person died during a house fire.","Unknown","Unknown","Unknown","","N","1 & 2 family
","Not reported","https://napavalleyregister.com/news/local/fatal-fire-in-american-canyon-late-friday/article_63de5d7a-4eaf-55c2-bb68-68f391ad1cce.html"
"04/08/2021","CA","Los Angeles","Under investigation","A man in his 60's died during a tent fire.","Male","Unknown","Unknown","","N","Other","Not reported","https://www.nydailynews.com/news/national/ny-homeless-man-fire-skid-row-dead-los-angeles-20210409-vgzb6fgbdbe57csrvkhnmdoccm-story.html"
"04/04/2021","CA","Palermo","Under investigation","A person died in a travel trailer fire.","Unknown","Unknown","Unknown","","N","Camper/RV/travel trailer","Not reported","https://www.chicoer.com/2021/04/04/one-person-killed-in-palermo-fire/"
"04/01/2021","CA","San Diego","Under investigation","Three people died in a house fire.","Unknown","Unknown","Unknown","1 of 3","N","1 & 2 family
","Not reported","https://fox5sandiego.com/news/local-news/at-least-2-dead-in-house-fire/"
"04/01/2021","CA","San Diego","Under investigation","Three people died in a house fire.","Unknown","Unknown","Unknown","2 of 3","N","1 & 2 family
","Not reported","https://fox5sandiego.com/news/local-news/at-least-2-dead-in-house-fire/"
"04/01/2021","CA","San Diego","Under investigation","Three people died in a house fire.","Unknown","Unknown","Unknown","3 of 3","N","1 & 2 family
","Not reported","https://fox5sandiego.com/news/local-news/at-least-2-dead-in-house-fire/"
"03/29/2021","CA","Seal Beach","Under investigation","A man died in a house fire.","Male","83","Older adults (65 and older)","","N","1 & 2 family
","Not reported","https://patch.com/california/losalamitos/leisureworld-apartment-fire-rouses-seal-beach-neighborhood"
"03/29/2021","CA","Clearlake Oaks","Under investigation","Three people died in a house fire.","Female","Unknown","Unknown","1 of 3","N","1 & 2 family
","Not reported","https://www.pressdemocrat.com/article/news/three-dead-in-clearlake-oaks-house-fire/"
"03/29/2021","CA","Clearlake Oaks","Under investigation","Three people died in a house fire.","Male","Unknown","Unknown","2 of 3","N","1 & 2 family
","Not reported","https://www.pressdemocrat.com/article/news/three-dead-in-clearlake-oaks-house-fire/"
"03/29/2021","CA","Clearlake Oaks","Under investigation","Three people died in a house fire.","Male","Unknown","Unknown","3 of 3","N","1 & 2 family
","Not reported","https://www.pressdemocrat.com/article/news/three-dead-in-clearlake-oaks-house-fire/"
"03/28/2021","CA","Fairfield","Cooking","A 27-year-old man died in a house fire.","Male","27","Unknown","","N","1 & 2 family
","Not reported","https://www.dailyrepublic.com/all-dr-news/solano-news/fairfield/coroner-ids-victim-in-sunday-fire-as-27-year-old-fairfield-man/"
"03/22/2021","CA","Los Angeles","Under investigation","A 66-year-old man died in an apartment fire.","Male","66","Older adults (65 and older)","","N","Multifamily","Not reported","https://ktla.com/news/local-news/66-year-old-man-dies-in-fire-at-hancock-park-apartment-building-lafd/"
"03/17/2021","CA","Ontario","Other unintentional/careless
","Two people died in a home fire.","Unknown","Unknown","Unknown","1 of 2","N","1 & 2 family
","Not reported","https://abc30.com/2-dead-as-neighborhood-rocked-by-fireworks-explosion-large-fire/10424320/"
"03/17/2021","CA","Ontario","Other unintentional/careless
","Two people died in a home fire.","Unknown","Unknown","Unknown","2 of 2","N","1 & 2 family
","Not reported","https://abc30.com/2-dead-as-neighborhood-rocked-by-fireworks-explosion-large-fire/10424320/"
"03/16/2021","CA","Ontario","Other unintentional/careless
","Two people died in a house fire.","Unknown","Unknown","Unknown","1 of 2","N","1 & 2 family
","Not reported","https://ktla.com/news/local-news/flames-engulf-ontario-home-after-reported-explosion/"
"03/16/2021","CA","Ontario","Other unintentional/careless
","Two people died in a house fire.","Unknown","Unknown","Unknown","2 of 2","N","1 & 2 family
","Not reported","https://ktla.com/news/local-news/flames-engulf-ontario-home-after-reported-explosion/"
"03/13/2021","CA","National City, San Diego","Under investigation","A person died during an apartment fire.","Unknown","Unknown","Unknown","","N","Multifamily","Not reported","https://fox5sandiego.com/news/local-news/1-killed-1-hurt-in-national-city-apartment-fire/"
"03/13/2021","CA","Colfax","Under investigation","A person died during a house fire.","Unknown","Unknown","Unknown","","N","1 & 2 family
","Not reported","https://sacramento.cbslocal.com/2021/03/13/person-killed-in-early-morning-fire-in-colfax/"
"02/22/2021","CA","South Lake Tahoe","Under investigation","One person died in an apartment fire.","Unknown","Unknown","Unknown","","N","Multifamily","Not reported","https://sacramento.cbslocal.com/2021/02/22/fatal-lake-tahoe-apartment-fire/"
"02/20/2021","CA","Aliso Viejo","Under investigation","One person died in an apartment fire.","Unknown","Unknown","Unknown","","N","Multifamily","Not reported","https://www.ocregister.com/2021/02/20/1-killed-in-aliso-viejo-apartment-fire/"
"02/12/2021","CA","Bakersfield","Under investigation","One person died in a house fire.","Unknown","Unknown","Unknown","","N","Multifamily","Not reported","https://www.bakersfield.com/news/victim-discovered-following-apartment-fire-in-east-bakersfield/article_a245b406-7087-11eb-ba2c-b3adf7c867f9.html"
"02/10/2021","CA","Florence","Under investigation","A man died in an apartment fire.","Male","Unknown","Unknown","","N","Multifamily","Not reported","https://mynewsla.com/crime/2021/02/10/man-dies-in-apartment-fire-near-florence-2/"
"02/08/2021","CA","Novato","Under investigation","A 64 year old woman died in a mobile home fire.","Female","64","Unknown","","N","1 & 2 family mobile","Not reported","https://www.marinij.com/2021/02/08/1-dead-1-injured-after-novato-mobile-home-fire/"
"02/07/2021","CA","Sacramento","Under investigation","A man died during an apartment fire.","Male","Unknown","Unknown","","N","Multifamily","Not reported","https://www.kcra.com/article/man-found-dead-after-fire-sacramento-home/35442137"
"02/07/2021","CA","Bethel Island","Other heat
","A 56-year-old man died in a boat fire.","Male","56","Unknown","","N","Other","Not reported","https://www.mercurynews.com/2021/02/23/fatal-boat-fire-in-bethel-island-caused-by-portable-heater-that-was-on-board/"
"02/05/2021","CA","Grass Valley","Under investigation","A three year-old girl died during a house fire.","Female","3","Children (14 and under)","","N","1 & 2 family
","Not reported","https://fox40.com/news/local-news/grass-valley-house-fire-killed-3-year-old-girl-injured-5-year-old-boy/"
"02/04/2021","CA","Big Bear Lake, San Bernardino","Under investigation","A person died during a house fire.","Unknown","Unknown","Unknown","","N","1 & 2 family
","Not reported","https://bigbeargrizzly.net/news/4950/fire-claims-life-in-big-bear-lake/"
"01/29/2021","CA","Harbor City","Under investigation","A person died in a house fire.","Unknown","Unknown","Unknown","","N","1 & 2 family
","Not reported","https://www.dailybreeze.com/2021/01/31/1-dead-after-cluttered-harbor-city-home-catches-fire/"
"01/25/2021","CA","Lakeland Village, Lake Elsinore","Under investigation","A 1-year-old girl and a 2-year-old boy died in a house fire. A 90 year-old woman has also died from injuries received during the fire.","Female","1","Children (14 and under)","1 of 3","N","1 & 2 family
","Not reported","https://people.com/human-interest/90-year-old-great-grandmother-toddlers-killed-fire-also-dies/"
"01/25/2021","CA","Lakeland Village, Lake Elsinore","Under investigation","A 1-year-old girl and a 2-year-old boy died in a house fire. A 90 year-old woman has also died from injuries received during the fire.","Male","2","Children (14 and under)","2 of 3","N","1 & 2 family
","Not reported","https://people.com/human-interest/90-year-old-great-grandmother-toddlers-killed-fire-also-dies/"
"01/25/2021","CA","Lakeland Village, Lake Elsinore","Under investigation","A 1-year-old girl and a 2-year-old boy died in a house fire. A 90 year-old woman has also died from injuries received during the fire.","Female","90","Older adults (65 and older)","3 of 3","N","1 & 2 family
","Not reported","https://people.com/human-interest/90-year-old-great-grandmother-toddlers-killed-fire-also-dies/"
"01/25/2021","CA","Fontana (San Bernardino County)","Under investigation","A person died in a mobile home fire.","Unknown","Unknown","Unknown","","N","1 & 2 family mobile","Not reported","https://www.fontanaheraldnews.com/news/update-person-dies-in-mobile-home-fire-in-fontana-firefighter-is-injured/article_253d4622-5f3e-11eb-8f40-2ffb36a4e8ed.html"
"01/23/2021","CA","Orangevale","Under investigation","A 76-year-old woman died in a house fire.","Female","76","Older adults (65 and older)","","N","1 & 2 family
","Not reported","https://goldcountrymedia.com/news/188000/neighbors-mourn-weekend-structure-fire-victim/"
"01/20/2021","CA","Fresno","Under investigation","A 58-year-old man died in an apartment fire.","Male","58","Unknown","","N","Multifamily","Not reported","https://www.firefighternation.com/prevention/latest-fatal-fire-highlights-noted-problems-at-fresno-apartment-complex/"
"01/17/2021","CA","Malibu","Under investigation","One person died in a house fire.","Male","22","Unknown","","N","1 & 2 family
","Not reported","https://patch.com/california/malibu/very-gentle-soul-22-year-old-malibu-fire-victim-identified"
"01/15/2021","CA","Daly City","Under investigation","A man died in an apartment fire.","Unknown","Unknown","Unknown","","N","Multifamily","Not reported","https://www.mercurynews.com/2021/01/15/person-found-dead-in-daly-city-apartment-fire/"
"01/13/2021","CA","Long Beach","Under investigation","A man died in a house fire.","Male","Unknown","Older adults (65 and older)","","N","1 & 2 family
","Not reported","https://www.presstelegram.com/2021/01/14/person-dies-in-bixby-knolls-house-fire/"
"01/11/2021","CA","Concord,  Contra Costa County","Under investigation","An 84-year-old woman died in a house fire.","Female","84","Older adults (65 and older)","","N","1 & 2 family
","Not reported","https://www.eastbaytimes.com/2021/01/11/elderly-woman-dies-in-fire-at-east-bay-home/"
"01/08/2021","CA","Manila, Humboldt County","Under investigation","A person died in a mobile home fire.","Unknown","Unknown","Unknown","","N","1 & 2 family mobile","Not reported","https://krcrtv.com/north-coast-news/eureka-local-news/officials-man-found-dead-in-trailer-fire-in-manila-friday-night"
"01/07/2021","CA","Joshua Tree","Under investigation","A 7-year-old boy died in a house fire.","Male","7","Children (14 and under)","","N","1 & 2 family
","Not reported","https://www.desertsun.com/story/news/fires/2021/01/08/7-year-old-dies-joshua-tree-fire-three-others-hospitalized/6601518002/"
"01/06/2021","CA","Sacramento","Under investigation","One person died in an apartment fire.","Unknown","Unknown","Unknown","","N","Multifamily","Not reported","https://www.kcra.com/article/deadly-apartment-fire-sacramento-natomas/35143668"
"12/28/2020","CA","Eagle Rock","Under investigation","A woman died in a house fire.","Female","Unknown","Unknown","","N","1 & 2 family
","Present and working","https://ktla.com/news/local-news/woman-found-dead-in-eagle-rock-house-fire-cause-of-blaze-under-investigation/"
"12/28/2020","CA","Desert Hot Springs","Under investigation","A person died in an apartment fire.","Unknown","Unknown","Unknown","","N","Multifamily","Not reported","https://kesq.com/news/2020/12/28/cal-fire-investigation-underway-at-desert-hot-springs-apartment/"
"12/27/2020","CA","Ponderosa Hills, Tuolumne County","Under investigation","One person was found dead after a house fire.","Male","19","Unknown","","N","1 & 2 family
","Not reported","https://www.abc10.com/article/news/local/fire-tuolumne-county/103-25db437c-095f-4746-80a1-b9af62901297"
"12/25/2020","CA","Covina","Under investigation","A man died during a recreation vehicle fire.","Male","Unknown","Unknown","","N","Camper/RV/travel trailer","Not reported","https://ktla.com/news/local-news/1-dead-following-rv-fire-in-covina/"
"12/21/2020","CA","Los Angeles","Under investigation","A man died in a house fire.","Male","Unknown","Older adults (65 and older)","","N","1 & 2 family
","Not reported","https://mynewsla.com/life/2020/12/21/man-in-his-90s-dead-in-palos-verdes-estates-house-fire/"
"12/16/2020","CA","Santa Cruz","Under investigation","A 43 year-old female died in an abandoned building fire.","Female","43","Unknown","","N","Other","Not reported","https://www.santacruzsentinel.com/2020/12/17/fire-victim-identified-cause-of-wednesday-fire-remains-unknown/"
"12/16/2020","CA","Onyx","Under investigation","A 66-year-old man died in a house fire.","Male","66","Older adults (65 and older)","","N","1 & 2 family
","Not reported","https://kernvalleysun.com/stories/573818860-dead-onyx-man-identified-from-december-residential-fire"
"12/15/2020","CA","Hemet","Under investigation","A person died in a mobile home fire.","Unknown","Unknown","Unknown","","N","1 & 2 family mobile","Not reported","https://www.pe.com/2020/12/15/resident-of-mobile-home-east-of-hemet-dies-in-fire/"
"12/15/2020","CA","Redding","Smoking","A woman died in an apartment fire.","Female","Unknown","Unknown","","N","Multifamily","Not reported","https://www.redding.com/story/news/local/2020/12/15/woman-found-dead-apartment-fire-south-redding/3914867001/"
"12/15/2020","CA","Santa Cruz","Under investigation","A person died in a house fire.","Unknown","Unknown","Unknown","","N","1 & 2 family
","Not reported","https://www.santacruzsentinel.com/2020/12/16/fatal-fire-breaks-out-at-santa-cruz-county-jail/"
"12/15/2020","CA","Culver City","Under investigation","A person died from injuries received during a condo fire.","Unknown","Unknown","Unknown","","N","Multifamily","Not reported","https://patch.com/california/culvercity/one-fatality-fox-hills-fire"
"12/14/2020","CA","El Sereno","Under investigation","A woman died in a house fire.","Female","Unknown","Unknown","","N","1 & 2 family
","Not reported","https://losangeles.cbslocal.com/2020/12/14/1-found-dead-el-sereno-house-fire/"
"12/07/2020","CA","Los Angeles","Under investigation","A 40-year-old man died in a house fire.","Male","40","Unknown","","N","1 & 2 family
","Not reported","https://ktla.com/news/local-news/father-dies-son-critically-injured-in-south-l-a-house-fire/"
"12/04/2020","CA","Modesto","Under investigation","A man died in a mobile home fire.","Male","Unknown","Unknown","","N","1 & 2 family mobile","Not reported","https://www.modbee.com/news/local/article247607140.html"
"12/03/2020","CA","Los Angeles","Under investigation","A man died in an apartment fire.","Male","Unknown","Unknown","","N","Multifamily","Not reported","https://losangeles.cbslocal.com/2020/12/03/man-dies-westwood-apartmet-fire-second-person-critical-condition/"
"12/02/2020","CA","Sacramento","Under investigation","A man died in an apartment fire.","Male","Unknown","Unknown","","N","Multifamily","Not reported","https://sacramento.cbslocal.com/2020/12/02/midtown-sacramento-apartment-fire-1-dead/"
"12/02/2020","CA","Yuba City","Under investigation","A man died in a house fire.","Male","Unknown","Unknown","","N","1 & 2 family
","Not reported","https://fox40.com/news/local-news/one-dead-two-injured-after-house-fire-in-yuba-city/"
"11/27/2020","CA","Magalia, Butte County","Under investigation","A person died in a mobile home fire.","Unknown","Unknown","Unknown","","N","1 & 2 family mobile","Not reported","https://sacramento.cbslocal.com/2020/11/28/mobile-home-fire-in-butte-county-kills-1/"
"11/24/2020","CA","Tulare","Under investigation","A man died in a house fire.","Male","56","Unknown","","N","1 & 2 family
","Not reported","https://abc30.com/tulare-house-fire-man-killed-city-dies-in/8222892/"
"11/24/2020","CA","Santa Rosa","Under investigation","A 64-year-old woman died in a house fire.","Female","64","Unknown","","N","1 & 2 family
","Not reported","https://patch.com/california/rohnertpark-cotati/1-dies-duplex-fire-santa-rosa"
"11/21/2020","CA","Madera County","Under investigation","A person died in a RV fire.","Unknown","Unknown","Unknown","","N","Camper/RV/travel trailer","Not reported","https://abc30.com/madera-county-fire-structure/8153543/"
"11/18/2020","CA","Berkely","Under investigation","A man died in a house fire.","Male","Unknown","Unknown","","N","1 & 2 family
","Not reported","https://sanfrancisco.cbslocal.com/2020/11/18/man-found-dead-following-2-alarm-house-fire-in-berkeley/"
"11/09/2020","CA","Eagle Rock, Los Angeles County","Under investigation","An eighty-one-year-old man died in a house fire.","Male","81","Older adults (65 and older)","","N","1 & 2 family
","Not reported","https://www.theeastsiderla.com/neighborhoods/eagle_rock/eagle-rock-fire-victim-identified/article_45d0a81c-24ff-11eb-9abe-37a14d488981.html"
"11/08/2020","CA","Los Angeles (Harbor Gateway)","Heating","An 81-year-old man died in a house fire.","Male","81","Older adults (65 and older)","","N","1 & 2 family
","Not reported","https://ktla.com/news/local-news/81-year-old-harbor-gateway-man-dies-in-fire-caused-by-homes-heater-firefighters/"
"11/07/2020","CA","King City","Under investigation","A 1-year-old boy and a 2-year-old girl died in a mobile home fire.","Female","2","Children (14 and under)","1 of 2","N","1 & 2 family mobile","Not reported","https://www.ksbw.com/article/2-young-kids-killed-in-mobile-home-fire-in-king-city/34622034"
"11/07/2020","CA","King City","Under investigation","A 1-year-old boy and a 2-year-old girl died in a mobile home fire.","Male","1","Children (14 and under)","2 of 2","N","1 & 2 family mobile","Not reported","https://www.ksbw.com/article/2-young-kids-killed-in-mobile-home-fire-in-king-city/34622034"
"11/03/2020","CA","Rosemead","Under investigation","A person was found dead after a house fire.","Unknown","Unknown","Unknown","","N","1 & 2 family
","Not reported","https://losangeles.cbslocal.com/2020/11/02/person-found-dead-in-rosemead-house-fire/"
"11/02/2020","CA","Rosemead","Under investigation","A person died in a house fire.","Unknown","Unknown","Unknown","","N","1 & 2 family
","Not reported","https://losangeles.cbslocal.com/2020/11/02/person-found-dead-in-rosemead-house-fire/"
"11/01/2020","CA","Sacramento","Under investigation","A man died in a house fire.","Male","Unknown","Older adults (65 and older)","","N","1 & 2 family
","Not reported","https://www.kcra.com/article/man-found-dead-inside-structure-that-caught-fire/34544995"
"10/31/2020","CA","Deer Springs","Under investigation","A person died in a mobile home fire.","Unknown","Unknown","Unknown","","N","1 & 2 family mobile","Not reported","https://www.sandiegouniontribune.com/news/public-safety/story/2020-10-31/one-killed-in-deer-springs-trailer-fire"
"10/28/2020","CA","Chico","Under investigation","One person died in a house fire.","Unknown","Unknown","Unknown","","N","1 & 2 family
","Not reported","https://www.chicoer.com/2020/10/28/one-person-killed-in-north-chico-residential-structure-fire/"
"10/26/2020","CA","San Anselmo (Marin County)","Under investigation","A 96-year-old woman died in a house fire.","Female","96","Older adults (65 and older)","","N","1 & 2 family
","Not reported","https://www.marinij.com/2020/10/26/firefighters-battle-house-fire-in-san-anselmo/"
"10/15/2020","CA","Sacramento","Under investigation","A woman died on 10/27/20 as a result of injuries sustained in a 10/15/20 house fire.","Female","Unknown","Unknown","","N","1 & 2 family
","Not reported","https://fox40.com/news/local-news/woman-dies-after-firefighters-rescue-her-from-south-sacramento-house-fire/"
"10/14/2020","CA","Oakland","Under investigation","A person died in a house fire.","Unknown","Unknown","Unknown","","N","Multifamily","Not reported","https://www.eastbaytimes.com/2020/10/14/one-dead-after-east-oakland-apartment-fire/"
"10/14/2020","CA","Los Angeles","Under investigation","A woman died in a house fire.","Female","60","Unknown","","N","Multifamily","Not reported","https://www.nbclosangeles.com/news/local/60-year-old-woman-dies-from-injuries-in-hollywood-apartment-fire/2444275/"
"10/06/2020","CA","Lucerne Valley","Under investigation","A man died in a mobile home fire.","Male","Unknown","Unknown","","N","1 & 2 family mobile","Not reported","https://www.vvng.com/investigation-continues-after-man-was-found-dead-in-lucerne-valley-fire/"
"10/04/2020","CA","Escondido","Under investigation","A man died in a house fire.","Male","Unknown","Unknown","","N","1 & 2 family
","Not reported","https://www.sandiegouniontribune.com/news/public-safety/story/2020-10-04/man-dies-after-escondido-house-fire"
"09/30/2020","CA","Carrick","Under investigation","A 71-year-old woman died in a house fire.","Female","71","Older adults (65 and older)","","N","1 & 2 family
","Not reported","https://www.mtshastanews.com/story/news/2020/10/08/weed-woman-died-sept-30-carrick-house-fire/3597161001/"
"09/28/2020","CA","South Los Angeles","Under investigation","A woman who was elderly died in a house fire.","Female","Unknown","Older adults (65 and older)","","N","1 & 2 family
","Not reported","https://losangeles.cbslocal.com/2020/09/28/south-la-house-fire-deadly/"
"09/28/2020","CA","Shasta County","Natural","A 79-year-old woman died in a house fire due to Zogg Fire.","Female","79","Older adults (65 and older)","","N","1 & 2 family
","Not reported","https://www.actionnewsnow.com/content/fire-watch-stories/Zogg-Fire-victims-identified-572604961.html"
"09/27/2020","CA","Los Angeles","Under investigation","A woman died in a house fire.","Female","Unknown","Unknown","","N","1 & 2 family
","Present/not working","https://abc7.com/lake-view-terrace-fire-lakeview-house-deadly-san-fernando-valley-lafd/6606001/"
"09/26/2020","CA","Fremont","Under investigation","A 43-year-old woman and a 15-year-boy died in a house fire.","Female","43","Unknown","1 of 2","N","1 & 2 family
","Not reported","https://www.nbcbayarea.com/news/local/east-bay/autism-activist-son-die-in-tragic-east-bay-house-fire/2370375/"
"09/26/2020","CA","Fremont","Under investigation","A 43-year-old woman and a 15-year-boy died in a house fire.","Male","15","Unknown","2 of 2","Y","1 & 2 family
","Not reported","https://www.nbcbayarea.com/news/local/east-bay/autism-activist-son-die-in-tragic-east-bay-house-fire/2370375/"
"09/14/2020","CA","Westminster","Under investigation","A person died in a mobile home fire.","Unknown","Unknown","Unknown","","N","1 & 2 family mobile","Not reported","https://patch.com/california/fountainvalley/person-killed-o-c-mobile-home-fire"
"08/31/2020","CA","Modesto","Under investigation","A 60-year-old man died in a house fire.","Male","60","Unknown","","N","1 & 2 family
","Not reported","https://www.modbee.com/news/local/article245380930.html"
"08/26/2020","CA","Fresno","Electrical malfunction
","A 70-year-old woman died in a mobile home fire.","Female","70","Older adults (65 and older)","","Y","1 & 2 family mobile","Not present/not working","https://abc30.com/woman-killed-after-fire-tears-through-mobile-home-catches-in-fresno/6389006/"
"08/25/2020","CA","Fresno","Under investigation","A 70-year-old woman died in a mobile home fire.","Female","70","Older adults (65 and older)","","N","1 & 2 family mobile","Not reported","https://abc30.com/woman-killed-after-fire-tears-through-mobile-home-catches-in-fresno/6389006/"
"08/22/2020","CA","Arroyo Grande","Under investigation","A woman died in a house fire.","Female","Unknown","Unknown","","N","1 & 2 family mobile","Not reported","https://calcoastnews.com/2020/08/one-person-killed-another-injured-in-arroyo-grande-fire/"
"08/18/2020","CA","Napa County","Natural","A 70-year-old woman, 71-year-old man and a 40-year-old man died when wildfire engulfed their home.","Female","70","Older adults (65 and older)","1 of 3","N","1 & 2 family
","Not reported","https://www.timesheraldonline.com/2020/09/02/three-fatalities-from-lnu-complex-fire-identified/"
"08/18/2020","CA","Napa County","Natural","A 70-year-old woman, 71-year-old man and a 40-year-old man died when wildfire engulfed their home.","Male","71","Older adults (65 and older)","2 of 3","N","1 & 2 family
","Not reported","https://www.timesheraldonline.com/2020/09/02/three-fatalities-from-lnu-complex-fire-identified/"
"08/18/2020","CA","Napa County","Natural","A 70-year-old woman, 71-year-old man and a 40-year-old man died when wildfire engulfed their home.","Male","40","Unknown","3 of 3","N","1 & 2 family
","Not reported","https://www.timesheraldonline.com/2020/09/02/three-fatalities-from-lnu-complex-fire-identified/"
"08/16/2020","CA","San Francisco","Under investigation","A 65-year-old woman died in a house fire.","Female","65","Older adults (65 and older)","","N","1 & 2 family
","Not reported","https://patch.com/california/san-francisco/san-francisco-woman-killed-fire-identified"
"08/10/2020","CA","San Diego","Under investigation","Two people died in a house fire.","Male","Unknown","Unknown","1 of 2","N","1 & 2 family
","Not reported","https://fox5sandiego.com/news/local-news/grandfather-autistic-grand-daughter-die-in-raging-la-jolla-house-fire/"
"08/10/2020","CA","San Diego","Under investigation","Two people died in a house fire.","Female","8","Children (14 and under)","2 of 2","N","1 & 2 family
","Not reported","https://fox5sandiego.com/news/local-news/grandfather-autistic-grand-daughter-die-in-raging-la-jolla-house-fire/"
"08/07/2020","CA","Bakersfield","Under investigation","An elderly woman died in a house fire.","Female","Unknown","Older adults (65 and older)","","N","1 & 2 family
","Not reported","https://www.kget.com/news/local-news/firefighters-work-to-put-out-fire-at-southwest-bakersfield-home/"
"08/01/2020","CA","moreno Valley","Under investigation","A person died from a house fire.","Unknown","Unknown","Unknown","","N","1 & 2 family
","Not reported","https://mynewsla.com/crime/2020/08/01/one-person-killed-in-house-fire-in-moreno-valley/"
"07/29/2020","CA","Pasadena","Electrical malfunction
","A 4-year-old boy died in an apartment fire.","Male","4","Children (14 and under)","","N","Multifamily","Not reported","https://ktla.com/news/local-news/investigation-underway-after-4-year-old-boy-killed-in-pasadena-apartment-fire-mother-little-brother-critically-injured/"
"07/20/2020","CA","Daly City","Under investigation","A 7-year-old boy died in a house fire.","Male","7","Children (14 and under)","","N","1 & 2 family
","Not reported","https://www.mercurynews.com/2020/07/20/boy-found-unconscious-in-peninsula-fire-dies/"
"07/18/2020","CA","Oxnard","Open flame","A man 58 year-old male died in a mobile home fire.","Male","58","Unknown","","N","1 & 2 family mobile","Not reported","https://www.vcstar.com/story/news/local/communities/oxnard/2020/07/22/authorities-identify-man-killed-oxnard-mobile-home-fire/5490893002/"
"07/18/2020","CA","Linda","Under investigation","A 53-year old man, 8-year-old boy, and 3-year-old boy died in an apartment fire.","Male","3","Children (14 and under)","1 of 3","N","Multifamily","Not reported","https://fox40.com/news/local-news/one-man-two-children-dead-from-linda-apartment-fire/"
"07/18/2020","CA","Linda","Under investigation","A 53-year old man, 8-year-old boy, and 3-year-old boy died in an apartment fire.","Male","53","Unknown","2 of 3","N","Multifamily","Not reported","https://fox40.com/news/local-news/one-man-two-children-dead-from-linda-apartment-fire/"
"07/18/2020","CA","Linda","Under investigation","A 53-year old man, 8-year-old boy, and 3-year-old boy died in an apartment fire.","Male","8","Children (14 and under)","3 of 3","N","Multifamily","Not reported","https://fox40.com/news/local-news/one-man-two-children-dead-from-linda-apartment-fire/"
"07/13/2020","CA","Burbank","Under investigation","A man in his 70's did in a house fire.","Male","Unknown","Older adults (65 and older)","","N","1 & 2 family
","Not reported","https://losangeles.cbslocal.com/2020/07/13/man-found-dead-in-burbank-garage-fire-live-ammo-explosion/"
"07/13/2020","CA","Bakersfield","Under investigation","A person did in a house fire.","Unknown","Unknown","Unknown","","N","1 & 2 family
","Not reported","https://www.bakersfield.com/news/dead-body-found-inside-residence-following-fire/article_766d34e6-c522-11ea-9960-db879d9a6ba5.html"
"07/12/2020","CA","San Fransisco","Under investigation","A 106-year-old woman died in a house fire.","Female","106","Older adults (65 and older)","","N","1 & 2 family
","Not reported","https://sanfrancisco.cbslocal.com/2020/07/14/san-francisco-weekend-presidio-heights-fire-claimed-106-year-old-womans-life/"
"07/12/2020","CA","Turlock","Under investigation","A person died in a house fire.","Unknown","Unknown","Unknown","","N","1 & 2 family
","Not reported","https://sacramento.cbslocal.com/2020/07/12/turlock-structure-fire-kills-1/"
"07/07/2020","CA","Reseda","Under investigation","An adult male succumbed to injuries related to a house fire.","Male","Unknown","Unknown","","N","1 & 2 family
","Not reported","https://news.yahoo.com/man-dies-being-critically-injured-140500193.html"
"07/01/2020","CA","Los Angeles","Under investigation","A 60-year-old man died in a house fire.","Male","60","Unknown","","N","1 & 2 family
","Not reported","https://losangeles.cbslocal.com/2020/07/01/man-found-dead-in-fairfax-district-house-fire/"
"06/30/2020","CA","Kern County","Under investigation","A person died in a house fire.","Unknown","Unknown","Unknown","","N","1 & 2 family
","Not present/not working","https://www.ridgecrestca.com/news/20200630/cottonwood-fire-claims-life-nearly-destroys-home"
"06/29/2020","CA","Salton Sea","Other unintentional/careless
","A person died in a home fire.","Unknown","Unknown","Unknown","","N","1 & 2 family
","Not reported","https://news.cgtn.com/news/2020-06-30/Fire-kills-one-ruins-40-homes-in-California-s-desert-town-RKdH91ithe/index.html"
"06/28/2020","CA","East Oakland","Under investigation","A person died in a tent fire.","Unknown","Unknown","Unknown","","N","Other","Not reported","https://www.eastbaytimes.com/2020/06/29/one-dead-in-weekend-fire-at-east-oakland-homeless-encampment/"
"06/14/2020","CA","Hollywood","Under investigation","A man died from his injuries trying to escape from an apartment fire.","Male","Unknown","Older adults (65 and older)","","N","Multifamily","Not reported","https://www.nbclosangeles.com/news/man-dies-after-jumping-to-escape-hollywood-apartment-fire/2380162/"
